genotype,environment,yield_1_0,yield_0_8,yield_0_5,yield_0_3
17160,Dalby_Dry,205.3079396,192.0687366,208.636091,221.2386279
17160,Dalby_Wet,544.871114,549.9932881,548.4964904,545.768375
17160,Emerald_Dry,120.7201324,118.380074,106.8596902,117.1767902
17160,Emerald_Wet,558.7483107,559.810922,538.9701204,563.0502259
17161,Dalby_Dry,165.3714009,162.391747,180.3426059,210.4066963
17161,Dalby_Wet,526.8588047,526.1688063,519.0988022,558.079776
17161,Emerald_Dry,101.8021501,105.1872639,89.29937574,70.75850355
17161,Emerald_Wet,546.9982087,538.3247629,549.1701017,537.9741277
17162,Dalby_Dry,171.4114374,159.6309475,177.0147366,219.3568852
17162,Dalby_Wet,532.6742653,542.5873654,539.6097795,541.3367603
17162,Emerald_Dry,103.1678511,109.7338046,89.68458526,93.0228595
17162,Emerald_Wet,544.7345932,538.3071694,546.8278576,512.899202
17163,Dalby_Dry,155.226689,157.341385,160.9898506,160.662311
17163,Dalby_Wet,524.5680099,526.6215187,525.2710703,494.8282256
17163,Emerald_Dry,100.560759,100.8206422,106.9357111,114.6551504
17163,Emerald_Wet,532.730752,527.096892,547.6623603,503.8439666
17164,Dalby_Dry,212.3493528,203.1052895,232.8575354,205.415192
17164,Dalby_Wet,543.0509178,550.6639843,542.9797633,525.126173
17164,Emerald_Dry,134.8086091,139.8886027,117.845134,153.7565963
17164,Emerald_Wet,555.4174361,553.4797948,549.814451,560.7379696
17165,Dalby_Dry,198.5874477,195.8401277,201.0715554,204.4294143
17165,Dalby_Wet,535.6894507,550.3027922,526.7173542,572.0988059
17165,Emerald_Dry,118.1075624,131.9113887,125.408409,122.2814922
17165,Emerald_Wet,558.6542963,564.6524732,549.5190727,530.5489285
17166,Dalby_Dry,212.9419389,216.5745417,213.1298956,219.3543345
17166,Dalby_Wet,533.184705,532.4076849,531.6993268,511.5914538
17166,Emerald_Dry,135.4943556,144.9176768,126.0439586,130.3870718
17166,Emerald_Wet,550.2351889,540.1334502,556.3456974,567.8436933
17167,Dalby_Dry,192.1755463,181.8755039,190.686138,180.3060264
17167,Dalby_Wet,528.8882099,519.9279191,549.2893746,513.2649881
17167,Emerald_Dry,114.5996847,115.2898525,85.15197683,97.4987203
17167,Emerald_Wet,548.706801,548.6215622,552.1858293,572.7664949
17168,Dalby_Dry,215.5472261,212.8821201,214.5702239,204.6478368
17168,Dalby_Wet,539.2816831,538.7556316,538.0532156,519.741405
17168,Emerald_Dry,139.3297192,139.0501806,145.8157948,146.4629612
17168,Emerald_Wet,529.2399163,519.0063411,538.4781019,532.8652903
17169,Dalby_Dry,221.1972499,228.0096207,204.555618,239.9651646
17169,Dalby_Wet,543.686149,549.7037246,546.0749485,571.8118695
17169,Emerald_Dry,139.4815859,138.4791272,144.5242994,144.2572832
17169,Emerald_Wet,558.9218599,564.0285875,552.7789705,592.3544744
17170,Dalby_Dry,166.4170946,157.8582586,180.822593,147.6291328
17170,Dalby_Wet,530.8934655,531.4438616,541.2440079,494.2888007
17170,Emerald_Dry,104.7218009,104.411163,101.4111191,108.104043
17170,Emerald_Wet,545.1261352,541.1756215,507.2129973,516.8760394
17171,Dalby_Dry,253.1494276,254.3217005,237.7489409,283.0009066
17171,Dalby_Wet,532.6539782,531.2474445,525.7577259,573.1210522
17171,Emerald_Dry,184.1501655,190.0243418,183.6465833,175.0389131
17171,Emerald_Wet,514.2839199,516.0486897,539.9395843,491.0171486
17172,Dalby_Dry,253.1102758,248.4642635,259.8435348,243.6135753
17172,Dalby_Wet,529.7045898,533.4762687,516.4098781,514.9268454
17172,Emerald_Dry,183.0632746,179.9220354,177.2748485,201.7359642
17172,Emerald_Wet,495.4904999,495.1274418,480.4131629,485.7793083
17173,Dalby_Dry,227.3021789,232.5738913,219.5534268,226.3562782
17173,Dalby_Wet,534.766019,531.9064114,562.4835146,526.6880447
17173,Emerald_Dry,152.3872544,152.0050318,163.2728771,144.222669
17173,Emerald_Wet,520.2605656,508.809061,512.7315068,523.3949817
17174,Dalby_Dry,206.3217265,214.8927224,208.7635612,210.8077471
17174,Dalby_Wet,533.94688,533.5865808,541.6799507,555.2569998
17174,Emerald_Dry,129.0806599,125.6558167,94.20891291,101.2636714
17174,Emerald_Wet,546.2615422,536.7880992,539.143803,563.6162789
17175,Dalby_Dry,199.9261815,202.795264,191.3555751,176.6182331
17175,Dalby_Wet,523.552658,516.8564509,509.8455281,505.6411998
17175,Emerald_Dry,123.6604122,124.3612986,90.86399769,143.0155221
17175,Emerald_Wet,539.4478264,538.7695394,548.5870778,515.008738
17176,Dalby_Dry,212.6596751,217.8733812,202.3184422,213.5610048
17176,Dalby_Wet,538.69076,532.6223446,523.0438996,537.4479182
17176,Emerald_Dry,133.5680824,130.7828184,129.0908546,164.8455088
17176,Emerald_Wet,569.932903,559.0276533,554.7632768,587.1475049
17177,Dalby_Dry,208.784405,215.0381913,224.5040049,173.173694
17177,Dalby_Wet,534.2478053,528.7152454,523.3509417,538.711577
17177,Emerald_Dry,137.442382,134.2368739,124.1016932,166.2472187
17177,Emerald_Wet,522.1153791,517.1872507,525.8012447,524.8605119
17178,Dalby_Dry,154.9313998,157.5372712,143.3969446,186.7079177
17178,Dalby_Wet,524.7470286,525.5041402,540.5721042,522.6790777
17178,Emerald_Dry,98.46972958,97.59496881,83.03684563,75.40782996
17178,Emerald_Wet,534.5004274,522.7232817,530.6161794,526.1557529
17179,Dalby_Dry,223.9730169,215.7972502,213.170952,228.3271871
17179,Dalby_Wet,542.3041123,545.2792988,549.2233393,564.767014
17179,Emerald_Dry,142.1091956,142.204068,124.6966752,144.5945633
17179,Emerald_Wet,541.8136196,548.3433667,520.9672296,517.2579092
17180,Dalby_Dry,212.6158638,210.4837686,203.7488358,199.997596
17180,Dalby_Wet,541.82618,535.0277006,542.2483037,526.8904743
17180,Emerald_Dry,131.472452,120.0599001,133.3386738,120.3041889
17180,Emerald_Wet,549.8989916,544.848097,562.4512405,570.0309261
17181,Dalby_Dry,261.3109303,253.8804283,266.651857,269.0126205
17181,Dalby_Wet,524.9565071,528.6080533,522.1808066,480.4908308
17181,Emerald_Dry,192.0964436,190.7463529,178.2609275,170.1774213
17181,Emerald_Wet,485.738439,491.1539244,474.5775063,451.8451489
17182,Dalby_Dry,171.3490101,166.2834192,185.1198959,147.8635273
17182,Dalby_Wet,529.8718745,534.3301191,567.2941035,528.2670434
17182,Emerald_Dry,105.5293839,100.3602679,95.19065486,94.84257329
17182,Emerald_Wet,544.7523229,541.6392816,563.4713919,549.6919173
17183,Dalby_Dry,137.9141247,140.8004267,129.9736077,123.3411583
17183,Dalby_Wet,492.4996427,487.8665105,476.9648937,511.3700749
17183,Emerald_Dry,104.2389269,100.9306521,120.1946033,110.9290106
17183,Emerald_Wet,518.9309877,516.4476699,513.1598009,504.1875416
17184,Dalby_Dry,166.0144365,154.9241587,171.1512243,154.5307694
17184,Dalby_Wet,529.7536529,535.2842624,526.1545014,530.5376967
17184,Emerald_Dry,103.0024746,94.47460587,109.6697106,95.70062942
17184,Emerald_Wet,565.5550637,568.7827657,560.1914379,574.8658717
17185,Dalby_Dry,161.0601174,161.824815,175.4170147,163.268934
17185,Dalby_Wet,522.1324107,519.5075968,527.8328913,504.9069232
17185,Emerald_Dry,100.2788178,100.6908714,117.8360434,127.5286984
17185,Emerald_Wet,526.4697722,517.070016,510.9735375,487.175868
17186,Dalby_Dry,172.9564556,171.3766045,170.8705643,178.0851056
17186,Dalby_Wet,529.4657499,540.1695799,514.4860984,545.0040706
17186,Emerald_Dry,108.7005945,102.8812173,112.8023014,87.57063885
17186,Emerald_Wet,540.4887853,545.2348681,558.0787805,534.0618078
17187,Dalby_Dry,172.020826,179.7082535,172.4298603,164.340996
17187,Dalby_Wet,525.8487473,524.6346251,512.8841655,522.2673635
17187,Emerald_Dry,105.5244596,95.32821659,105.8970966,71.43439993
17187,Emerald_Wet,544.0034472,552.7329349,558.7761973,567.4311991
17188,Dalby_Dry,244.366917,255.342158,261.8346545,216.8142362
17188,Dalby_Wet,534.4154126,524.0548123,524.6375781,567.2219267
17188,Emerald_Dry,168.2454276,165.2731085,175.4038953,131.6780774
17188,Emerald_Wet,514.0215509,511.328218,495.001047,494.6962139
17189,Dalby_Dry,197.6689668,202.3003867,216.2703014,197.1802571
17189,Dalby_Wet,539.1955763,531.3180145,531.1704683,520.1442527
17189,Emerald_Dry,116.7721522,110.7238551,86.17093755,140.285335
17189,Emerald_Wet,567.4995041,564.2384438,571.8965142,569.9857703
17190,Dalby_Dry,197.8655871,199.091088,210.9300519,243.3123884
17190,Dalby_Wet,537.0961748,538.4649301,536.8696722,565.498628
17190,Emerald_Dry,113.5691697,103.4501702,90.63992306,113.3967846
17190,Emerald_Wet,560.9057465,559.8108939,555.968824,514.0462369
17191,Dalby_Dry,224.1937192,212.3161765,225.223877,220.2681323
17191,Dalby_Wet,535.1332579,555.6050983,550.7869441,585.3904094
17191,Emerald_Dry,144.4379524,146.5332527,138.9635377,157.2623209
17191,Emerald_Wet,542.431518,548.9681397,535.9979043,546.4752812
17192,Dalby_Dry,223.8281939,216.9849132,225.9414703,197.6642123
17192,Dalby_Wet,540.9043346,544.3208129,525.4720215,559.8429364
17192,Emerald_Dry,142.6476226,138.7308998,139.3902767,162.5000747
17192,Emerald_Wet,528.6534368,523.0158523,529.0625256,530.5547289
17193,Dalby_Dry,193.3721853,195.6546043,203.812644,193.9812182
17193,Dalby_Wet,527.0971881,520.813539,521.6791352,530.7099163
17193,Emerald_Dry,116.1219814,125.8936672,131.3162678,94.8314784
17193,Emerald_Wet,548.2689145,546.9999958,544.2698368,557.5794357
17194,Dalby_Dry,161.2939481,167.1110379,165.4213802,172.8323177
17194,Dalby_Wet,518.7011944,511.6946453,515.5335548,502.9586807
17194,Emerald_Dry,99.76251784,103.4842686,70.84398294,73.57794092
17194,Emerald_Wet,548.7269687,541.1761072,536.0565339,586.8257282
17195,Dalby_Dry,199.6596138,191.3930276,205.0318459,235.3308592
17195,Dalby_Wet,527.1191156,516.7211777,536.9677131,556.606329
17195,Emerald_Dry,120.7361327,125.3348247,111.3383721,121.7920912
17195,Emerald_Wet,547.9325548,552.2368559,568.0273292,507.897613
17196,Dalby_Dry,155.0660338,145.5270593,142.2273134,146.1173083
17196,Dalby_Wet,523.6226832,524.8010416,516.198307,549.5605357
17196,Emerald_Dry,102.1861365,105.3623631,116.0155147,98.27983263
17196,Emerald_Wet,531.2385792,536.9934989,543.3758522,479.8091479
17197,Dalby_Dry,201.1517151,214.1218673,183.2440403,192.2525669
17197,Dalby_Wet,531.8376516,539.221672,515.7105564,510.8156361
17197,Emerald_Dry,123.5052521,125.8062843,148.3490858,143.2987866
17197,Emerald_Wet,538.3860579,527.3842686,523.4329762,538.6973155
17198,Dalby_Dry,215.4828449,215.2418306,234.8077578,209.6265384
17198,Dalby_Wet,538.98625,533.7178204,556.2189392,545.4998649
17198,Emerald_Dry,139.3754412,139.3970403,109.1815175,153.5988415
17198,Emerald_Wet,544.2312564,544.6659629,536.2597394,539.2689893
17199,Dalby_Dry,191.0510471,194.5025451,184.3443337,205.8332796
17199,Dalby_Wet,526.3087578,516.233483,524.365149,506.0359135
17199,Emerald_Dry,107.8699737,107.5599527,110.1190551,100.1381834
17199,Emerald_Wet,573.6553237,570.0343391,577.8942572,590.8432498
17200,Dalby_Dry,232.2116509,239.2889776,232.9157462,235.1339796
17200,Dalby_Wet,531.1203296,540.8986688,529.0887655,521.9917964
17200,Emerald_Dry,160.5735372,161.1639563,157.5004679,190.1496446
17200,Emerald_Wet,514.4409048,516.2023177,505.7226583,519.3069057
17201,Dalby_Dry,212.5903603,203.7905714,197.206148,217.7779426
17201,Dalby_Wet,544.0844346,543.2401993,545.5791654,561.1016659
17201,Emerald_Dry,135.616909,136.3255363,142.1113261,126.8736627
17201,Emerald_Wet,562.343229,573.5969351,550.8041472,560.8594329
17202,Dalby_Dry,154.9863984,162.6777225,156.8721294,185.1645171
17202,Dalby_Wet,522.9950688,524.2202202,508.004328,508.5759321
17202,Emerald_Dry,101.9449537,91.82684601,136.9953738,61.12094726
17202,Emerald_Wet,531.8959012,528.9024983,530.6485823,531.5844569
17203,Dalby_Dry,154.9631645,152.5092231,182.1901896,155.6229771
17203,Dalby_Wet,526.163516,528.7463582,543.1030696,538.8383577
17203,Emerald_Dry,101.2240083,91.55021637,93.83065585,98.59257997
17203,Emerald_Wet,537.1796963,535.4500982,550.5345156,513.8198635
17204,Dalby_Dry,203.8650049,213.9271635,197.3489152,208.3221113
17204,Dalby_Wet,547.6423777,554.8894534,554.5261825,547.1764666
17204,Emerald_Dry,120.1075973,127.5872186,116.4526775,143.3334129
17204,Emerald_Wet,562.2235443,554.2552379,573.9983419,588.4363965
17205,Dalby_Dry,197.5617608,193.1582679,199.7862836,210.8581852
17205,Dalby_Wet,538.9113597,537.0006426,534.45062,549.4168377
17205,Emerald_Dry,116.9229439,121.4192533,112.9456863,164.3120564
17205,Emerald_Wet,563.4534664,564.0619942,557.3496433,590.6157883
17206,Dalby_Dry,215.0969703,219.27168,225.6671787,233.7437872
17206,Dalby_Wet,535.3293958,536.0679469,549.6984149,506.3700423
17206,Emerald_Dry,145.6667896,152.285991,154.5750573,131.2751592
17206,Emerald_Wet,542.3395133,536.2380352,542.3060993,547.7157788
17207,Dalby_Dry,170.8754933,162.0684145,164.2553741,191.051297
17207,Dalby_Wet,527.7813752,524.2012945,530.5750537,537.3755553
17207,Emerald_Dry,104.4455288,101.8152292,68.27018086,109.9474578
17207,Emerald_Wet,543.7955732,537.0951286,538.5030171,543.4262872
17208,Dalby_Dry,172.5540632,176.3607938,183.7157484,175.5015542
17208,Dalby_Wet,529.2914375,541.1960047,541.3387081,559.5661835
17208,Emerald_Dry,109.0737193,121.0559829,122.3778011,99.06282561
17208,Emerald_Wet,540.8076657,540.9810032,525.2305043,495.6601814
17209,Dalby_Dry,205.6958813,206.3307905,184.6209773,188.1322952
17209,Dalby_Wet,528.2886209,526.5128816,525.5115497,547.5011001
17209,Emerald_Dry,132.2021936,130.8041525,119.5956628,139.3846772
17209,Emerald_Wet,553.1641371,554.6980764,546.6360531,566.8862496
17210,Dalby_Dry,167.1502569,167.1650755,161.4485245,149.4751507
17210,Dalby_Wet,527.2843165,533.4336702,554.870662,537.5399655
17210,Emerald_Dry,105.309424,114.7164142,98.91296807,98.00277373
17210,Emerald_Wet,539.0293922,539.514995,537.628518,569.1412135
17211,Dalby_Dry,135.2673328,130.0755855,138.4355278,90.64695053
17211,Dalby_Wet,494.9850722,490.6635483,501.8031026,513.4469483
17211,Emerald_Dry,106.4018253,112.8750456,117.984604,75.7136792
17211,Emerald_Wet,521.90903,512.5876649,534.0714059,545.4157087
17212,Dalby_Dry,135.0408163,138.5088065,147.2202368,134.6790537
17212,Dalby_Wet,508.0125646,505.6450073,509.6249325,521.6738013
17212,Emerald_Dry,103.7651617,110.0123927,103.2455835,143.3985953
17212,Emerald_Wet,523.8622971,526.793353,537.4276446,543.2805628
17213,Dalby_Dry,156.3354743,152.1053189,147.7544076,122.9357575
17213,Dalby_Wet,516.7490717,516.611238,529.4097139,487.9071984
17213,Emerald_Dry,104.8381531,104.6008212,96.44218167,108.819121
17213,Emerald_Wet,523.1436508,531.8057642,511.7261055,506.5761587
17214,Dalby_Dry,245.604815,238.7983455,255.914522,257.6471915
17214,Dalby_Wet,531.7103245,528.5258271,525.7981877,506.0454035
17214,Emerald_Dry,177.8510419,169.8212928,197.8868059,174.4763725
17214,Emerald_Wet,517.7950889,532.166978,501.6354429,491.7165551
17215,Dalby_Dry,275.6678151,270.5443825,258.5711797,263.7131893
17215,Dalby_Wet,490.2564,500.8485424,478.8182687,486.4915906
17215,Emerald_Dry,225.5817538,227.9742619,200.5590271,234.4900461
17215,Emerald_Wet,455.5075135,460.1270013,447.9438127,440.5290007
17216,Dalby_Dry,161.5324053,159.9013964,148.7562139,161.5055627
17216,Dalby_Wet,528.7319542,519.5392636,508.0652707,562.3382275
17216,Emerald_Dry,102.1769019,105.494423,90.09184596,104.9824172
17216,Emerald_Wet,543.250895,547.9522757,531.8478479,531.1570539
17217,Dalby_Dry,212.6076697,220.9012034,219.9978037,218.09587
17217,Dalby_Wet,536.0971521,531.0435997,535.4683873,557.8956673
17217,Emerald_Dry,135.5909953,137.0843576,142.786016,132.7701174
17217,Emerald_Wet,548.0884771,549.394883,546.1909128,518.3118048
17218,Dalby_Dry,191.3506086,187.3433733,171.5927468,207.5725083
17218,Dalby_Wet,533.7980348,527.1666286,544.3750724,551.349446
17218,Emerald_Dry,111.0200577,107.4157923,107.5824284,100.0186637
17218,Emerald_Wet,552.4691912,546.8921841,543.9534372,557.8004828
17219,Dalby_Dry,155.9158492,149.9084153,163.6265923,143.2459783
17219,Dalby_Wet,501.8055151,507.0855576,491.1595096,522.9694684
17219,Emerald_Dry,102.0746973,91.10996222,109.5234109,104.9396071
17219,Emerald_Wet,514.2219258,512.5746831,507.9324265,510.0866686
17220,Dalby_Dry,180.6219247,176.1984257,201.773981,184.3237262
17220,Dalby_Wet,521.3257822,544.1070093,504.5087736,485.1522827
17220,Emerald_Dry,109.1590126,104.636599,118.5244427,116.4452304
17220,Emerald_Wet,551.8985536,547.2468509,551.7374127,562.8953847
17221,Dalby_Dry,162.1514864,152.367838,144.687128,148.4808223
17221,Dalby_Wet,517.8049369,519.3377009,517.3045103,502.4317568
17221,Emerald_Dry,102.0652136,109.8073927,111.9407158,86.40547088
17221,Emerald_Wet,543.9687763,546.184097,562.8500923,535.0634012
17222,Dalby_Dry,200.0437087,208.8352081,232.602148,189.9321018
17222,Dalby_Wet,524.0922213,515.3506928,504.0615148,498.9867031
17222,Emerald_Dry,120.3784051,132.3059654,104.8382762,119.9718489
17222,Emerald_Wet,543.4136426,546.2311051,537.2400788,516.2071947
17223,Dalby_Dry,135.9687271,137.5593842,139.7445792,109.8672818
17223,Dalby_Wet,490.6544756,490.710542,499.9581516,493.9719873
17223,Emerald_Dry,103.7511371,115.5046112,109.0225006,107.6203429
17223,Emerald_Wet,515.9036622,509.6721322,531.5784828,488.0553765
17224,Dalby_Dry,232.0230233,230.1656073,254.156554,248.3108262
17224,Dalby_Wet,536.0691241,549.5104083,524.182622,532.2791281
17224,Emerald_Dry,161.1577539,172.9668954,170.361309,160.0074825
17224,Emerald_Wet,514.6947042,518.7980985,518.1413589,559.011525
17225,Dalby_Dry,226.8422344,222.6340002,238.3233185,207.3968881
17225,Dalby_Wet,529.4683712,536.5894576,528.8783714,508.6758733
17225,Emerald_Dry,155.002717,135.9172156,166.7130912,132.0898273
17225,Emerald_Wet,523.6238872,514.5407129,521.4111471,510.6037613
17226,Dalby_Dry,181.091819,167.600486,162.6120541,197.8813424
17226,Dalby_Wet,521.2239994,515.4197002,505.5734655,536.5450844
17226,Emerald_Dry,109.0984718,100.9038838,130.0227156,134.1627698
17226,Emerald_Wet,551.3304539,548.9857956,581.9551615,540.047061
17227,Dalby_Dry,165.5941299,162.505428,155.7133965,176.7782574
17227,Dalby_Wet,527.2998951,535.586505,523.2391239,506.5205845
17227,Emerald_Dry,101.7542924,106.3430787,104.4152003,59.88587363
17227,Emerald_Wet,545.5103649,544.4875717,537.0876847,512.7426515
17228,Dalby_Dry,161.17392,154.9045582,166.7983558,138.5190481
17228,Dalby_Wet,516.5733221,521.9590075,504.8569562,511.3287695
17228,Emerald_Dry,102.1971595,95.67225666,96.57768722,112.4629235
17228,Emerald_Wet,545.5158848,542.0828771,529.2074144,534.9206775
17229,Dalby_Dry,161.1355833,159.310839,150.5942734,224.0879596
17229,Dalby_Wet,517.1915399,515.9919418,519.1211076,515.6874487
17229,Emerald_Dry,102.732044,88.8231703,128.8185064,119.9875359
17229,Emerald_Wet,546.2754509,538.6448497,553.4125527,526.9294624
17230,Dalby_Dry,227.4667324,233.722733,239.0909521,227.7221771
17230,Dalby_Wet,530.2155012,530.2446467,545.4810366,538.6138415
17230,Emerald_Dry,158.8565495,156.2371392,178.9104564,174.229608
17230,Emerald_Wet,525.2160404,524.3043101,533.9637246,502.2032603
17231,Dalby_Dry,259.268875,251.9575948,261.601582,261.61012
17231,Dalby_Wet,540.552698,540.2798617,538.4114846,514.7314157
17231,Emerald_Dry,192.9250228,196.4841781,188.136833,184.078965
17231,Emerald_Wet,521.9014642,525.7226653,522.4198005,503.0334769
17232,Dalby_Dry,154.9633102,155.2583748,156.7205889,140.6410678
17232,Dalby_Wet,524.8255143,524.3704145,523.8104749,505.6124971
17232,Emerald_Dry,100.9407328,92.78728176,101.2988155,97.54476291
17232,Emerald_Wet,534.2810332,532.5392578,550.0406246,528.2937729
17233,Dalby_Dry,179.1780123,166.2748794,204.5169198,166.0551261
17233,Dalby_Wet,531.7479819,522.2811343,553.0455646,538.8135996
17233,Emerald_Dry,104.1426685,97.86790218,94.56648537,106.087335
17233,Emerald_Wet,555.4924492,549.7397981,535.9081035,560.395351
17234,Dalby_Dry,224.8352667,227.1606485,241.820697,230.2158046
17234,Dalby_Wet,536.0451634,537.4589996,524.2905861,555.5706101
17234,Emerald_Dry,151.9453826,137.2506539,164.9082114,151.2484633
17234,Emerald_Wet,538.7644045,534.412336,546.2516223,547.6638478
17235,Dalby_Dry,179.5486049,183.6818073,176.6687203,190.2882385
17235,Dalby_Wet,521.1267736,523.1792502,546.6374588,524.8952559
17235,Emerald_Dry,105.0670245,106.0673622,99.20366206,114.5159781
17235,Emerald_Wet,548.5135155,541.0111334,553.7876817,529.2519694
17236,Dalby_Dry,253.0248966,253.5230492,274.8790478,244.4687636
17236,Dalby_Wet,529.4309997,529.5668145,517.3145105,555.6150782
17236,Emerald_Dry,186.6609439,185.0591656,176.3066633,181.1521422
17236,Emerald_Wet,500.6489168,509.515992,492.4130731,483.7300641
17237,Dalby_Dry,160.8720883,162.4788986,141.5176867,150.8038895
17237,Dalby_Wet,516.1298646,514.03621,506.3320683,509.7698693
17237,Emerald_Dry,102.9351415,104.6726441,116.3228521,103.6881629
17237,Emerald_Wet,547.5700034,538.156683,541.2583102,523.9840231
17238,Dalby_Dry,160.7162886,154.3972551,154.2515099,197.6221412
17238,Dalby_Wet,517.9807761,506.4617547,527.2779577,490.9300059
17238,Emerald_Dry,99.31846382,100.8604374,103.2369737,139.6841393
17238,Emerald_Wet,550.722594,551.5252356,546.7634788,542.7796409
17239,Dalby_Dry,212.7028595,220.992953,204.9592604,218.4038065
17239,Dalby_Wet,542.4185041,543.5873618,517.1570217,556.7959922
17239,Emerald_Dry,134.3361847,137.9408675,153.6024002,151.6584085
17239,Emerald_Wet,555.0359252,559.8135947,544.784747,542.8603509
17240,Dalby_Dry,245.1173697,255.4109303,269.2568971,259.9423896
17240,Dalby_Wet,529.3134913,530.7938295,532.6754645,539.804712
17240,Emerald_Dry,169.2508765,170.1174841,182.9395082,179.5237253
17240,Emerald_Wet,509.3144753,527.6798172,504.9257555,554.8700183
17241,Dalby_Dry,224.2502781,219.4883508,238.4903981,218.303143
17241,Dalby_Wet,538.3480771,542.1846597,551.625986,576.5634337
17241,Emerald_Dry,143.7223979,137.2176297,143.5326832,136.5678905
17241,Emerald_Wet,546.0200722,540.7857269,540.763264,574.4360424
17242,Dalby_Dry,197.7144136,203.979752,166.8645241,202.3256963
17242,Dalby_Wet,539.0066402,542.1194283,531.7363831,534.3572102
17242,Emerald_Dry,113.2459578,112.1520035,137.0929494,134.247657
17242,Emerald_Wet,564.7997217,555.2578031,551.577304,558.4832406
17243,Dalby_Dry,237.3855243,245.5834917,247.4257178,249.3082144
17243,Dalby_Wet,516.9862245,520.6937928,520.0521177,537.9535973
17243,Emerald_Dry,167.4525966,168.9186593,160.3852231,170.5085667
17243,Emerald_Wet,510.89047,517.8548841,528.3672666,483.2858701
17244,Dalby_Dry,245.5458922,251.3712041,239.6056151,238.5456128
17244,Dalby_Wet,540.6827529,526.6714432,534.3473067,530.3088256
17244,Emerald_Dry,175.2685035,168.8226254,182.9046986,187.9078355
17244,Emerald_Wet,523.8990572,527.5992675,504.9098106,575.4340733
17245,Dalby_Dry,172.660664,175.7070998,143.7793018,170.3396888
17245,Dalby_Wet,525.8079512,521.8695088,522.5864474,515.612168
17245,Emerald_Dry,103.2481211,119.1005365,110.5014645,117.2909114
17245,Emerald_Wet,543.7282631,539.0252384,549.5748755,557.8190217
17246,Dalby_Dry,163.9118741,169.2061236,183.5724665,157.4874204
17246,Dalby_Wet,520.6291328,516.3266472,515.4755129,506.6345898
17246,Emerald_Dry,108.8693754,113.8813783,113.9639171,103.4399307
17246,Emerald_Wet,521.7964382,522.6985652,536.3625564,513.7840007
17247,Dalby_Dry,154.5310184,156.7540764,135.4894319,171.4025741
17247,Dalby_Wet,508.959076,512.4692764,507.0441231,483.6419159
17247,Emerald_Dry,101.95146,105.7753732,99.53060751,121.8460544
17247,Emerald_Wet,534.5451757,530.9260861,549.2425933,547.2298349
17248,Dalby_Dry,191.304016,184.1308996,198.9214857,220.3217302
17248,Dalby_Wet,529.9933575,526.6779237,527.4483411,513.9082488
17248,Emerald_Dry,110.8303065,108.7480664,119.6427033,105.4105371
17248,Emerald_Wet,553.204264,557.6777388,578.0843003,523.5245921
17249,Dalby_Dry,199.8081303,193.5698305,198.7725379,220.2174597
17249,Dalby_Wet,524.1871002,526.5809651,537.5778714,535.5250903
17249,Emerald_Dry,124.9401105,126.5560376,115.9623661,134.7695975
17249,Emerald_Wet,539.5936977,545.4084124,545.8056946,542.0472537
17250,Dalby_Dry,261.1040323,262.7757812,243.0829923,286.9801152
17250,Dalby_Wet,512.6223244,511.5147644,494.4496135,524.8550849
17250,Emerald_Dry,195.0943635,182.7317198,202.1043651,237.6836874
17250,Emerald_Wet,488.8772314,487.5009473,474.7970123,495.0667427
17251,Dalby_Dry,199.4100045,193.1228988,215.1016157,180.9359167
17251,Dalby_Wet,525.0484882,535.2534021,513.4684117,502.547219
17251,Emerald_Dry,119.0199545,119.1062903,130.8775423,116.2418356
17251,Emerald_Wet,560.290184,569.1951144,564.5005092,570.5632033
17252,Dalby_Dry,197.6301232,185.5508991,184.7900598,241.1631366
17252,Dalby_Wet,546.7396111,543.0415975,558.5770973,559.0115871
17252,Emerald_Dry,119.4431907,123.7127423,127.9212108,130.8775278
17252,Emerald_Wet,559.0667412,554.6256993,559.3143365,573.5699867
17253,Dalby_Dry,269.4840652,258.0463887,281.1080985,285.8803579
17253,Dalby_Wet,502.917045,504.7136794,488.2051907,522.8721632
17253,Emerald_Dry,211.6215455,222.6780982,218.4525494,205.2602289
17253,Emerald_Wet,466.6064513,459.4733135,448.1459563,456.1992952
17254,Dalby_Dry,192.3459079,196.495566,206.3253995,209.2843976
17254,Dalby_Wet,531.1878643,531.2066121,518.1755503,554.2729959
17254,Emerald_Dry,115.6001901,120.5230171,128.2901615,141.0067003
17254,Emerald_Wet,553.8948763,551.7608503,543.7597945,554.6184846
17255,Dalby_Dry,165.1140697,165.8479705,168.5906534,166.3362008
17255,Dalby_Wet,526.7487996,525.9254041,538.910782,520.947438
17255,Emerald_Dry,101.1484791,88.7002264,82.00251314,92.65905886
17255,Emerald_Wet,541.7327375,542.8358437,539.724503,546.1101637
17256,Dalby_Dry,199.9093252,196.0568227,191.3051934,173.9583186
17256,Dalby_Wet,536.7678206,541.5308426,546.917894,560.7768307
17256,Emerald_Dry,124.9489638,123.4302398,132.4632944,119.0626974
17256,Emerald_Wet,535.5198117,537.0521069,534.4920401,520.4039739
17257,Dalby_Dry,223.925733,218.9745976,198.5191262,188.0108347
17257,Dalby_Wet,541.4703775,530.8558715,539.8437347,554.4478843
17257,Emerald_Dry,141.815356,136.8382752,130.1897908,133.0886962
17257,Emerald_Wet,557.1153546,554.6454485,558.40344,560.109757
